student_id,date_registered,first_date_watched,first_date_purchased,days_diff_reg_watch,days_diff_watch_purch
262497,2022-02-03,2022-02-03,NULL,0,NULL
262499,2022-02-03,2022-02-03,NULL,0,NULL
262501,2022-02-03,2022-02-03,NULL,0,NULL
262503,2022-02-03,2022-02-03,NULL,0,NULL
262506,2022-02-03,2022-02-03,NULL,0,NULL
262512,2022-02-03,2022-02-03,NULL,0,NULL
262514,2022-02-03,2022-02-03,NULL,0,NULL
262518,2022-02-03,2022-02-06,NULL,3,NULL
262520,2022-02-03,2022-02-03,NULL,0,NULL
262522,2022-02-03,2022-02-03,NULL,0,NULL
262524,2022-02-03,2022-02-03,NULL,0,NULL
262526,2022-02-03,2022-02-03,NULL,0,NULL
262529,2022-02-03,2022-02-03,NULL,0,NULL
262530,2022-02-03,2022-02-03,NULL,0,NULL
262531,2022-02-03,2022-02-03,NULL,0,NULL
262532,2022-02-03,2022-02-03,NULL,0,NULL
262533,2022-02-03,2022-02-03,NULL,0,NULL
262534,2022-02-03,2022-02-03,NULL,0,NULL
262535,2022-02-03,2022-02-03,NULL,0,NULL
262536,2022-02-03,2022-02-03,NULL,0,NULL
262539,2022-02-03,2022-02-03,NULL,0,NULL
262543,2022-02-03,2022-02-03,NULL,0,NULL
262544,2022-02-03,2022-02-07,NULL,4,NULL
262545,2022-02-03,2022-02-03,NULL,0,NULL
262548,2022-02-03,2022-02-03,NULL,0,NULL
262549,2022-02-03,2022-02-03,NULL,0,NULL
262551,2022-02-03,2022-02-03,NULL,0,NULL
262552,2022-02-03,2022-02-08,NULL,5,NULL
262553,2022-02-03,2022-02-04,NULL,1,NULL
262557,2022-02-03,2022-02-03,NULL,0,NULL
262558,2022-02-03,2022-02-03,NULL,0,NULL
262566,2022-02-03,2022-03-30,NULL,55,NULL
262567,2022-02-03,2022-02-03,NULL,0,NULL
262569,2022-02-03,2022-02-05,2022-03-02,2,25
262576,2022-02-03,2022-02-03,NULL,0,NULL
262577,2022-02-03,2022-02-03,NULL,0,NULL
262578,2022-02-03,2022-02-04,2022-03-31,1,55
262580,2022-02-03,2022-02-03,2022-02-10,0,7
262582,2022-02-03,2022-02-03,NULL,0,NULL
262583,2022-02-03,2022-02-03,NULL,0,NULL
262584,2022-02-03,2022-02-04,NULL,1,NULL
262585,2022-02-03,2022-02-03,2022-02-03,0,0
262587,2022-02-04,2022-02-04,NULL,0,NULL
262593,2022-02-04,2022-02-04,NULL,0,NULL
262594,2022-02-04,2022-02-04,NULL,0,NULL
262596,2022-02-04,2022-02-05,2022-02-06,1,1
262598,2022-02-04,2022-02-04,NULL,0,NULL
262599,2022-02-04,2022-02-04,2022-02-04,0,0
262601,2022-02-04,2022-02-04,NULL,0,NULL
262603,2022-02-04,2022-02-04,NULL,0,NULL
262604,2022-02-04,2022-02-04,NULL,0,NULL
262608,2022-02-04,2022-02-04,NULL,0,NULL
262609,2022-02-04,2022-02-04,NULL,0,NULL
262611,2022-02-04,2022-02-04,NULL,0,NULL
262612,2022-02-04,2022-02-04,NULL,0,NULL
262613,2022-02-04,2022-02-06,2022-02-06,2,0
262616,2022-02-04,2022-02-04,NULL,0,NULL
262617,2022-02-04,2022-02-04,NULL,0,NULL
262619,2022-02-04,2022-02-04,NULL,0,NULL
262620,2022-02-04,2022-02-04,NULL,0,NULL
262621,2022-02-04,2022-02-04,NULL,0,NULL
262623,2022-02-04,2022-02-04,NULL,0,NULL
262625,2022-02-04,2022-02-04,NULL,0,NULL
262629,2022-02-04,2022-02-04,NULL,0,NULL
262631,2022-02-04,2022-02-07,NULL,3,NULL
262634,2022-02-04,2022-02-04,2022-02-04,0,0
262635,2022-02-04,2022-02-04,NULL,0,NULL
262640,2022-02-04,2022-02-04,NULL,0,NULL
262641,2022-02-04,2022-02-04,2022-02-05,0,1
262643,2022-02-04,2022-02-04,2022-02-06,0,2
262644,2022-02-04,2022-02-04,NULL,0,NULL
262645,2022-02-04,2022-02-04,NULL,0,NULL
262646,2022-02-04,2022-02-04,NULL,0,NULL
262648,2022-02-04,2022-02-04,2022-02-04,0,0
262649,2022-02-04,2022-02-04,NULL,0,NULL
262651,2022-02-04,2022-02-04,NULL,0,NULL
262653,2022-02-04,2022-02-04,NULL,0,NULL
262657,2022-02-04,2022-02-04,NULL,0,NULL
262658,2022-02-04,2022-02-04,NULL,0,NULL
262660,2022-02-04,2022-02-04,NULL,0,NULL
262661,2022-02-04,2022-02-04,NULL,0,NULL
262662,2022-02-04,2022-02-06,NULL,2,NULL
262664,2022-02-04,2022-02-04,NULL,0,NULL
262667,2022-02-04,2022-02-05,NULL,1,NULL
262670,2022-02-04,2022-03-06,NULL,30,NULL
262671,2022-02-04,2022-02-04,NULL,0,NULL
262672,2022-02-04,2022-02-04,NULL,0,NULL
262673,2022-02-04,2022-02-04,NULL,0,NULL
262674,2022-02-04,2022-02-04,NULL,0,NULL
262675,2022-02-04,2022-02-06,2022-02-06,2,0
262676,2022-02-04,2022-02-21,NULL,17,NULL
262677,2022-02-04,2022-02-04,2022-02-04,0,0
262679,2022-02-04,2022-02-04,NULL,0,NULL
262682,2022-02-04,2022-02-05,NULL,1,NULL
262683,2022-02-04,2022-02-04,NULL,0,NULL
262684,2022-02-04,2022-02-04,NULL,0,NULL
262685,2022-02-04,2022-02-04,NULL,0,NULL
262686,2022-02-04,2022-02-19,NULL,15,NULL
262689,2022-02-04,2022-02-04,NULL,0,NULL
262691,2022-02-04,2022-02-04,NULL,0,NULL
262693,2022-02-04,2022-02-04,NULL,0,NULL
262695,2022-02-04,2022-02-04,NULL,0,NULL
262698,2022-02-04,2022-02-04,NULL,0,NULL
262699,2022-02-04,2022-09-30,NULL,238,NULL
262700,2022-02-04,2022-02-04,NULL,0,NULL
262702,2022-02-04,2022-02-04,NULL,0,NULL
262703,2022-02-04,2022-02-04,NULL,0,NULL
262704,2022-02-05,2022-02-05,NULL,0,NULL
262705,2022-02-05,2022-02-05,NULL,0,NULL
262706,2022-02-05,2022-02-05,NULL,0,NULL
262707,2022-02-05,2022-02-05,NULL,0,NULL
262709,2022-02-05,2022-02-05,NULL,0,NULL
262710,2022-02-05,2022-02-05,NULL,0,NULL
262711,2022-02-05,2022-02-12,NULL,7,NULL
262712,2022-02-05,2022-02-05,NULL,0,NULL
262714,2022-02-05,2022-02-05,2022-02-20,0,15
262715,2022-02-05,2022-02-05,NULL,0,NULL
262717,2022-02-05,2022-02-05,NULL,0,NULL
262718,2022-02-05,2022-02-05,NULL,0,NULL
262720,2022-02-05,2022-02-11,NULL,6,NULL
262721,2022-02-05,2022-02-05,NULL,0,NULL
262724,2022-02-05,2022-06-22,NULL,137,NULL
262725,2022-02-05,2022-02-05,NULL,0,NULL
262726,2022-02-05,2022-02-09,2022-02-09,4,0
262729,2022-02-05,2022-02-05,NULL,0,NULL
262730,2022-02-05,2022-02-09,NULL,4,NULL
262731,2022-02-05,2022-02-05,NULL,0,NULL
262732,2022-02-05,2022-02-05,NULL,0,NULL
262734,2022-02-05,2022-02-05,NULL,0,NULL
262736,2022-02-05,2022-02-06,NULL,1,NULL
262737,2022-02-05,2022-02-15,NULL,10,NULL
262738,2022-02-05,2022-02-05,2022-02-07,0,2
262739,2022-02-05,2022-02-05,2022-02-05,0,0
262742,2022-02-05,2022-07-01,NULL,146,NULL
262746,2022-02-05,2022-02-05,NULL,0,NULL
262747,2022-02-05,2022-02-05,NULL,0,NULL
262750,2022-02-05,2022-02-05,2022-02-05,0,0
262752,2022-02-05,2022-02-05,NULL,0,NULL
262754,2022-02-05,2022-02-05,2022-02-05,0,0
262755,2022-02-05,2022-02-13,NULL,8,NULL
262757,2022-02-05,2022-02-05,NULL,0,NULL
262761,2022-02-05,2022-02-05,2022-03-22,0,45
262762,2022-02-05,2022-02-05,NULL,0,NULL
262763,2022-02-05,2022-02-05,NULL,0,NULL
262764,2022-02-05,2022-02-06,NULL,1,NULL
262767,2022-02-05,2022-03-09,NULL,32,NULL
262771,2022-02-05,2022-02-05,NULL,0,NULL
262773,2022-02-05,2022-02-05,NULL,0,NULL
262777,2022-02-05,2022-02-05,NULL,0,NULL
262778,2022-02-05,2022-02-05,NULL,0,NULL
262779,2022-02-05,2022-02-07,NULL,2,NULL
262781,2022-02-05,2022-02-05,NULL,0,NULL
262782,2022-02-05,2022-02-07,NULL,2,NULL
262784,2022-02-05,2022-02-05,2022-02-05,0,0
262785,2022-02-05,2022-02-05,NULL,0,NULL
262788,2022-02-05,2022-02-05,NULL,0,NULL
262791,2022-02-05,2022-02-06,NULL,1,NULL
262793,2022-02-05,2022-02-05,NULL,0,NULL
262794,2022-02-05,2022-02-05,NULL,0,NULL
262798,2022-02-06,2022-02-06,NULL,0,NULL
262799,2022-02-06,2022-02-06,NULL,0,NULL
262805,2022-02-06,2022-02-06,NULL,0,NULL
262806,2022-02-06,2022-03-27,NULL,49,NULL
262807,2022-02-06,2022-02-06,NULL,0,NULL
262808,2022-02-06,2022-02-06,NULL,0,NULL
262809,2022-02-06,2022-02-07,NULL,1,NULL
262810,2022-02-06,2022-02-06,NULL,0,NULL
262812,2022-02-06,2022-02-06,NULL,0,NULL
262816,2022-02-06,2022-02-06,NULL,0,NULL
262818,2022-02-06,2022-02-06,NULL,0,NULL
262819,2022-02-06,2022-02-06,2022-02-10,0,4
262820,2022-02-06,2022-02-06,NULL,0,NULL
262821,2022-02-06,2022-02-06,2022-02-06,0,0
262822,2022-02-06,2022-02-11,NULL,5,NULL
262823,2022-02-06,2022-02-06,NULL,0,NULL
262826,2022-02-06,2022-02-06,2022-02-06,0,0
262827,2022-02-06,2022-02-06,NULL,0,NULL
262829,2022-02-06,2022-02-06,NULL,0,NULL
262830,2022-02-06,2022-02-06,NULL,0,NULL
262832,2022-02-06,2022-02-06,NULL,0,NULL
262834,2022-02-06,2022-02-06,NULL,0,NULL
262835,2022-02-06,2022-02-06,NULL,0,NULL
262839,2022-02-06,2022-02-06,NULL,0,NULL
262840,2022-02-06,2022-02-06,NULL,0,NULL
262843,2022-02-06,2022-02-06,2022-11-26,0,293
262845,2022-02-06,2022-02-06,NULL,0,NULL
262846,2022-02-06,2022-02-06,NULL,0,NULL
262848,2022-02-06,2022-02-06,NULL,0,NULL
262850,2022-02-06,2022-02-06,NULL,0,NULL
262857,2022-02-06,2022-02-06,NULL,0,NULL
262858,2022-02-06,2022-02-06,NULL,0,NULL
262859,2022-02-06,2022-02-06,NULL,0,NULL
262861,2022-02-06,2022-02-06,2022-02-06,0,0
262866,2022-02-06,2022-02-06,NULL,0,NULL
262868,2022-02-06,2022-02-06,NULL,0,NULL
262870,2022-02-06,2022-02-06,NULL,0,NULL
262875,2022-02-06,2022-02-06,NULL,0,NULL
262876,2022-02-06,2022-02-06,NULL,0,NULL
262877,2022-02-06,2022-02-06,NULL,0,NULL
262880,2022-02-06,2022-02-13,NULL,7,NULL
262882,2022-02-06,2022-06-05,NULL,119,NULL
262885,2022-02-06,2022-02-06,NULL,0,NULL
262886,2022-02-06,2022-02-06,NULL,0,NULL
262889,2022-02-06,2022-02-06,NULL,0,NULL
262890,2022-02-06,2022-02-06,NULL,0,NULL
262891,2022-02-07,2022-02-07,NULL,0,NULL
262892,2022-02-07,2022-02-07,NULL,0,NULL
262893,2022-02-07,2022-02-07,NULL,0,NULL
262907,2022-02-07,2022-02-07,NULL,0,NULL
262908,2022-02-07,2022-02-07,2022-02-07,0,0
262916,2022-02-07,2022-02-07,NULL,0,NULL
262919,2022-02-07,2022-02-07,NULL,0,NULL
262923,2022-02-07,2022-02-07,NULL,0,NULL
262925,2022-02-07,2022-02-27,NULL,20,NULL
262927,2022-02-07,2022-02-17,NULL,10,NULL
262928,2022-02-07,2022-02-07,NULL,0,NULL
262929,2022-02-07,2022-02-24,NULL,17,NULL
262930,2022-02-07,2022-02-09,NULL,2,NULL
262932,2022-02-07,2022-02-07,NULL,0,NULL
262935,2022-02-07,2022-02-07,NULL,0,NULL
262936,2022-02-07,2022-02-07,NULL,0,NULL
262937,2022-02-07,2022-02-07,NULL,0,NULL
262939,2022-02-07,2022-02-07,NULL,0,NULL
262941,2022-02-07,2022-02-07,NULL,0,NULL
262942,2022-02-07,2022-02-07,NULL,0,NULL
262944,2022-02-07,2022-02-07,2022-02-07,0,0
262947,2022-02-07,2022-02-07,NULL,0,NULL
262948,2022-02-07,2022-02-07,NULL,0,NULL
262953,2022-02-07,2022-02-07,NULL,0,NULL
262955,2022-02-07,2022-02-07,2022-02-07,0,0
262957,2022-02-07,2022-02-07,NULL,0,NULL
262962,2022-02-07,2022-02-07,NULL,0,NULL
262964,2022-02-07,2022-02-07,NULL,0,NULL
262967,2022-02-07,2022-02-07,2022-02-07,0,0
262969,2022-02-07,2022-02-07,NULL,0,NULL
262971,2022-02-07,2022-02-07,NULL,0,NULL
262973,2022-02-07,2022-02-07,2022-02-09,0,2
262977,2022-02-07,2022-02-07,NULL,0,NULL
262979,2022-02-07,2022-05-04,NULL,86,NULL
262980,2022-02-07,2022-02-07,NULL,0,NULL
262981,2022-02-07,2022-02-07,NULL,0,NULL
262983,2022-02-07,2022-02-07,NULL,0,NULL
262985,2022-02-07,2022-02-07,NULL,0,NULL
262986,2022-02-07,2022-02-07,NULL,0,NULL
262988,2022-02-07,2022-02-07,2022-02-09,0,2
262989,2022-02-07,2022-02-07,NULL,0,NULL
262990,2022-02-07,2022-02-07,NULL,0,NULL
262992,2022-02-07,2022-02-07,2022-02-07,0,0
262994,2022-02-07,2022-02-07,NULL,0,NULL
262995,2022-02-07,2022-02-21,NULL,14,NULL
262997,2022-02-07,2022-02-07,NULL,0,NULL
262998,2022-02-07,2022-02-07,NULL,0,NULL
263000,2022-02-07,2022-02-07,2022-02-07,0,0
263002,2022-02-07,2022-02-07,NULL,0,NULL
263003,2022-02-07,2022-02-07,NULL,0,NULL
263004,2022-02-08,2022-02-08,NULL,0,NULL
263005,2022-02-08,2022-02-08,NULL,0,NULL
263006,2022-02-08,2022-02-08,NULL,0,NULL
263007,2022-02-08,2022-02-12,NULL,4,NULL
263008,2022-02-08,2022-02-12,2022-03-30,4,46
263016,2022-02-08,2022-02-08,NULL,0,NULL
263021,2022-02-08,2022-02-08,NULL,0,NULL
263022,2022-02-08,2022-02-08,NULL,0,NULL
263024,2022-02-08,2022-02-08,NULL,0,NULL
263027,2022-02-08,2022-02-08,NULL,0,NULL
263029,2022-02-08,2022-02-08,NULL,0,NULL
263032,2022-02-08,2022-02-09,NULL,1,NULL
263043,2022-02-08,2022-02-09,NULL,1,NULL
263045,2022-02-08,2022-02-08,NULL,0,NULL
263047,2022-02-08,2022-02-08,NULL,0,NULL
263049,2022-02-08,2022-02-19,NULL,11,NULL
263050,2022-02-08,2022-02-13,NULL,5,NULL
263054,2022-02-08,2022-02-08,NULL,0,NULL
263055,2022-02-08,2022-02-09,NULL,1,NULL
263057,2022-02-08,2022-02-08,NULL,0,NULL
263061,2022-02-08,2022-02-08,NULL,0,NULL
263063,2022-02-08,2022-02-08,NULL,0,NULL
263064,2022-02-08,2022-02-08,NULL,0,NULL
263065,2022-02-08,2022-02-08,2022-02-08,0,0
263066,2022-02-08,2022-02-08,NULL,0,NULL
263067,2022-02-08,2022-02-08,NULL,0,NULL
263071,2022-02-08,2022-02-08,NULL,0,NULL
263076,2022-02-08,2022-02-08,2022-02-09,0,1
263083,2022-02-08,2022-02-08,NULL,0,NULL
263084,2022-02-08,2022-02-08,NULL,0,NULL
263085,2022-02-08,2022-02-08,NULL,0,NULL
263086,2022-02-08,2022-02-15,2022-03-30,7,43
263087,2022-02-08,2022-02-10,2022-02-11,2,1
263090,2022-02-08,2022-02-08,NULL,0,NULL
263092,2022-02-08,2022-02-08,NULL,0,NULL
263093,2022-02-08,2022-02-08,NULL,0,NULL
263094,2022-02-08,2022-02-08,NULL,0,NULL
263096,2022-02-08,2022-02-08,NULL,0,NULL
263101,2022-02-08,2022-02-08,2023-01-28,0,354
263103,2022-02-08,2022-02-08,NULL,0,NULL
263104,2022-02-08,2022-02-08,2022-02-08,0,0
263112,2022-02-08,2022-02-08,2022-02-08,0,0
263113,2022-02-08,2022-02-08,NULL,0,NULL
263115,2022-02-08,2022-02-08,NULL,0,NULL
263118,2022-02-08,2022-02-08,2022-02-08,0,0
263120,2022-02-08,2022-02-08,2022-02-08,0,0
263122,2022-02-08,2022-02-09,NULL,1,NULL
263124,2022-02-08,2022-02-08,NULL,0,NULL
263126,2022-02-08,2022-02-08,2022-02-08,0,0
263131,2022-02-09,2022-02-10,NULL,1,NULL
263136,2022-02-09,2022-02-09,NULL,0,NULL
263137,2022-02-09,2022-02-09,NULL,0,NULL
263138,2022-02-09,2022-02-09,2022-11-28,0,292
263139,2022-02-09,2022-02-09,NULL,0,NULL
263141,2022-02-09,2022-02-09,NULL,0,NULL
263143,2022-02-09,2022-02-09,NULL,0,NULL
263144,2022-02-09,2022-02-09,NULL,0,NULL
263147,2022-02-09,2022-02-09,NULL,0,NULL
263148,2022-02-09,2022-02-09,NULL,0,NULL
263151,2022-02-09,2022-02-09,NULL,0,NULL
263152,2022-02-09,2022-02-09,NULL,0,NULL
263153,2022-02-09,2022-02-09,NULL,0,NULL
263154,2022-02-09,2022-02-09,NULL,0,NULL
263155,2022-02-09,2022-02-09,NULL,0,NULL
263156,2022-02-09,2022-04-15,NULL,65,NULL
263158,2022-02-09,2022-02-10,NULL,1,NULL
263162,2022-02-09,2022-02-09,NULL,0,NULL
263164,2022-02-09,2022-02-09,NULL,0,NULL
263168,2022-02-09,2022-02-09,NULL,0,NULL
263170,2022-02-09,2022-02-09,NULL,0,NULL
263171,2022-02-09,2022-02-09,NULL,0,NULL
263172,2022-02-09,2022-02-09,NULL,0,NULL
263177,2022-02-09,2022-02-09,NULL,0,NULL
263178,2022-02-09,2022-02-09,NULL,0,NULL
263179,2022-02-09,2022-02-09,NULL,0,NULL
263180,2022-02-09,2022-02-09,NULL,0,NULL
263187,2022-02-09,2022-02-09,2022-05-09,0,89
263189,2022-02-09,2022-02-09,NULL,0,NULL
263192,2022-02-09,2022-02-09,NULL,0,NULL
263194,2022-02-09,2022-02-09,NULL,0,NULL
263195,2022-02-09,2022-02-09,NULL,0,NULL
263196,2022-02-09,2022-02-09,NULL,0,NULL
263197,2022-02-09,2022-02-09,NULL,0,NULL
263198,2022-02-09,2022-02-09,NULL,0,NULL
263200,2022-02-09,2022-02-09,NULL,0,NULL
263205,2022-02-09,2022-02-09,NULL,0,NULL
263206,2022-02-09,2022-02-09,NULL,0,NULL
263208,2022-02-09,2022-02-09,NULL,0,NULL
263210,2022-02-09,2022-02-09,2022-02-10,0,1
263212,2022-02-09,2022-02-09,NULL,0,NULL
263213,2022-02-09,2022-02-09,NULL,0,NULL
263218,2022-02-09,2022-02-09,NULL,0,NULL
263220,2022-02-09,2022-02-09,NULL,0,NULL
263221,2022-02-09,2022-02-09,NULL,0,NULL
263224,2022-02-09,2022-02-09,NULL,0,NULL
263227,2022-02-09,2022-02-09,NULL,0,NULL
263229,2022-02-09,2022-02-09,NULL,0,NULL
263230,2022-02-09,2022-02-09,NULL,0,NULL
263231,2022-02-09,2022-02-09,2022-02-12,0,3
263232,2022-02-09,2022-02-09,NULL,0,NULL
263234,2022-02-09,2022-02-10,NULL,1,NULL
263235,2022-02-09,2022-02-09,NULL,0,NULL
263236,2022-02-09,2022-06-19,NULL,130,NULL
263237,2022-02-10,2022-02-10,NULL,0,NULL
263238,2022-02-10,2022-02-10,NULL,0,NULL
263239,2022-02-10,2022-02-10,NULL,0,NULL
263242,2022-02-10,2022-02-10,NULL,0,NULL
263244,2022-02-10,2022-02-10,NULL,0,NULL
263253,2022-02-10,2022-02-10,NULL,0,NULL
263254,2022-02-10,2022-02-10,NULL,0,NULL
263256,2022-02-10,2022-02-10,NULL,0,NULL
263257,2022-02-10,2022-02-10,NULL,0,NULL
263264,2022-02-10,2022-02-10,NULL,0,NULL
263268,2022-02-10,2022-02-12,NULL,2,NULL
263270,2022-02-10,2022-02-10,NULL,0,NULL
263272,2022-02-10,2022-02-10,NULL,0,NULL
263273,2022-02-10,2022-02-10,NULL,0,NULL
263276,2022-02-10,2022-02-10,NULL,0,NULL
263278,2022-02-10,2022-02-10,NULL,0,NULL
263279,2022-02-10,2022-02-10,NULL,0,NULL
263281,2022-02-10,2022-02-11,NULL,1,NULL
263282,2022-02-10,2022-02-10,NULL,0,NULL
263283,2022-02-10,2022-02-20,NULL,10,NULL
263284,2022-02-10,2022-02-10,NULL,0,NULL
263289,2022-02-10,2022-02-10,NULL,0,NULL
263290,2022-02-10,2022-02-10,NULL,0,NULL
263293,2022-02-10,2022-02-16,2022-02-16,6,0
263295,2022-02-10,2022-02-12,NULL,2,NULL
263298,2022-02-10,2022-02-10,NULL,0,NULL
263299,2022-02-10,2022-02-10,NULL,0,NULL
263300,2022-02-10,2022-02-12,2022-02-12,2,0
263301,2022-02-10,2022-02-10,NULL,0,NULL
263303,2022-02-10,2022-02-10,NULL,0,NULL
263304,2022-02-10,2022-02-10,NULL,0,NULL
263307,2022-02-10,2022-05-04,2022-05-04,83,0
263309,2022-02-10,2022-04-15,2022-05-06,64,21
263310,2022-02-10,2022-02-10,NULL,0,NULL
263314,2022-02-11,2022-02-11,NULL,0,NULL
263317,2022-02-11,2022-02-11,NULL,0,NULL
263319,2022-02-11,2022-02-11,NULL,0,NULL
263320,2022-02-11,2022-02-11,NULL,0,NULL
263321,2022-02-11,2022-02-11,2022-02-11,0,0
263322,2022-02-11,2022-02-11,NULL,0,NULL
263323,2022-02-11,2022-02-11,NULL,0,NULL
263324,2022-02-11,2022-02-11,NULL,0,NULL
263328,2022-02-11,2022-02-11,NULL,0,NULL
263331,2022-02-11,2022-02-11,NULL,0,NULL
263332,2022-02-11,2022-02-11,NULL,0,NULL
263333,2022-02-11,2022-02-11,NULL,0,NULL
263334,2022-02-11,2022-02-11,NULL,0,NULL
263336,2022-02-11,2022-02-11,NULL,0,NULL
263340,2022-02-11,2022-02-11,NULL,0,NULL
263343,2022-02-11,2022-02-11,NULL,0,NULL
263347,2022-02-11,2022-02-12,NULL,1,NULL
263349,2022-02-11,2022-02-11,NULL,0,NULL
263351,2022-02-11,2022-02-11,NULL,0,NULL
263352,2022-02-11,2022-02-11,NULL,0,NULL
263353,2022-02-11,2022-02-11,NULL,0,NULL
263354,2022-02-11,2022-02-11,NULL,0,NULL
263355,2022-02-11,2022-02-15,NULL,4,NULL
263356,2022-02-11,2022-02-11,NULL,0,NULL
263358,2022-02-11,2022-02-11,NULL,0,NULL
263360,2022-02-11,2022-02-11,NULL,0,NULL
263361,2022-02-11,2022-03-21,NULL,38,NULL
263363,2022-02-11,2022-02-15,2022-02-15,4,0
263364,2022-02-11,2022-02-11,2022-02-13,0,2
263367,2022-02-11,2022-02-11,NULL,0,NULL
263369,2022-02-11,2022-02-11,NULL,0,NULL
263370,2022-02-11,2022-02-15,NULL,4,NULL
263371,2022-02-11,2022-02-11,NULL,0,NULL
263373,2022-02-11,2022-02-11,NULL,0,NULL
263376,2022-02-11,2022-02-11,NULL,0,NULL
263378,2022-02-11,2022-02-11,NULL,0,NULL
263379,2022-02-11,2022-02-11,NULL,0,NULL
263380,2022-02-11,2022-02-14,NULL,3,NULL
263381,2022-02-11,2022-02-20,NULL,9,NULL
263385,2022-02-11,2022-02-11,NULL,0,NULL
263386,2022-02-11,2022-02-11,NULL,0,NULL
263387,2022-02-11,2022-02-11,NULL,0,NULL
263388,2022-02-11,2022-02-11,2022-02-18,0,7
263391,2022-02-11,2022-02-11,NULL,0,NULL
263392,2022-02-11,2022-02-11,2022-02-11,0,0
263393,2022-02-11,2022-02-14,NULL,3,NULL
263395,2022-02-11,2022-02-24,NULL,13,NULL
263396,2022-02-11,2022-02-11,NULL,0,NULL
263399,2022-02-11,2022-02-11,NULL,0,NULL
263402,2022-02-12,2022-02-12,NULL,0,NULL
263406,2022-02-12,2022-02-13,NULL,1,NULL
263408,2022-02-12,2022-02-12,NULL,0,NULL
263409,2022-02-12,2022-02-12,NULL,0,NULL
263410,2022-02-12,2022-02-12,NULL,0,NULL
263412,2022-02-12,2022-02-12,NULL,0,NULL
263415,2022-02-12,2022-02-13,NULL,1,NULL
263417,2022-02-12,2022-02-12,NULL,0,NULL
263418,2022-02-12,2022-02-12,NULL,0,NULL
263419,2022-02-12,2022-02-12,NULL,0,NULL
263420,2022-02-12,2022-02-12,NULL,0,NULL
263421,2022-02-12,2022-02-12,NULL,0,NULL
263422,2022-02-12,2022-02-12,NULL,0,NULL
263423,2022-02-12,2022-02-12,NULL,0,NULL
263425,2022-02-12,2022-02-12,NULL,0,NULL
263426,2022-02-12,2022-02-12,NULL,0,NULL
263428,2022-02-12,2022-02-12,NULL,0,NULL
263431,2022-02-12,2022-02-12,NULL,0,NULL
263434,2022-02-12,2022-02-12,NULL,0,NULL
263438,2022-02-12,2022-02-12,2022-12-15,0,306
263441,2022-02-12,2022-02-12,NULL,0,NULL
263444,2022-02-12,2022-02-12,NULL,0,NULL
263447,2022-02-12,2022-02-12,NULL,0,NULL
263448,2022-02-12,2022-02-12,NULL,0,NULL
263449,2022-02-12,2022-02-14,NULL,2,NULL
263450,2022-02-12,2022-02-12,NULL,0,NULL
263451,2022-02-12,2022-02-12,NULL,0,NULL
263454,2022-02-12,2022-02-12,NULL,0,NULL
263455,2022-02-12,2022-02-12,NULL,0,NULL
263456,2022-02-12,2022-02-12,2022-05-29,0,106
263457,2022-02-12,2022-02-12,NULL,0,NULL
263458,2022-02-12,2022-02-12,NULL,0,NULL
263459,2022-02-12,2022-02-12,NULL,0,NULL
263464,2022-02-12,2022-02-12,NULL,0,NULL
263466,2022-02-12,2022-02-12,NULL,0,NULL
263468,2022-02-12,2022-02-12,NULL,0,NULL
263470,2022-02-12,2022-03-02,NULL,18,NULL
263472,2022-02-12,2022-02-12,2022-02-12,0,0
263474,2022-02-12,2022-02-12,NULL,0,NULL
263477,2022-02-13,2022-02-17,NULL,4,NULL
263479,2022-02-13,2022-02-13,2022-02-15,0,2
263480,2022-02-13,2022-02-13,2022-02-13,0,0
263481,2022-02-13,2022-02-13,2022-02-14,0,1
263482,2022-02-13,2022-02-13,NULL,0,NULL
263483,2022-02-13,2022-02-13,2022-02-13,0,0
263484,2022-02-13,2022-02-13,NULL,0,NULL
263485,2022-02-13,2022-02-13,NULL,0,NULL
263486,2022-02-13,2022-02-13,NULL,0,NULL
263488,2022-02-13,2022-02-13,NULL,0,NULL
263489,2022-02-13,2022-02-13,NULL,0,NULL
263491,2022-02-13,2022-02-13,NULL,0,NULL
263496,2022-02-13,2022-02-13,2022-02-19,0,6
263497,2022-02-13,2022-02-13,2022-02-20,0,7
263498,2022-02-13,2022-02-13,NULL,0,NULL
263499,2022-02-13,2022-02-13,NULL,0,NULL
263506,2022-02-13,2022-02-13,NULL,0,NULL
263509,2022-02-13,2022-02-13,NULL,0,NULL
263511,2022-02-13,2022-02-13,NULL,0,NULL
263514,2022-02-13,2022-02-13,NULL,0,NULL
263515,2022-02-13,2022-02-15,NULL,2,NULL
263519,2022-02-13,2022-02-13,2022-12-01,0,291
263521,2022-02-13,2022-02-14,NULL,1,NULL
263522,2022-02-13,2022-03-13,NULL,28,NULL
263524,2022-02-13,2022-02-13,NULL,0,NULL
263526,2022-02-13,2022-02-13,NULL,0,NULL
263529,2022-02-13,2022-02-13,2022-03-12,0,27
263530,2022-02-13,2022-02-13,NULL,0,NULL
263532,2022-02-13,2022-02-13,NULL,0,NULL
263533,2022-02-13,2022-02-13,NULL,0,NULL
263534,2022-02-13,2022-02-15,NULL,2,NULL
263535,2022-02-13,2022-02-13,2022-02-13,0,0
263536,2022-02-13,2022-02-15,2022-02-15,2,0
263537,2022-02-13,2022-02-13,NULL,0,NULL
